"Numero_Fiche";"Bloc_Competences_Code";"Bloc_Competences_Libelle"
"RNCP39545";"RNCP39545BC03";"Mesurer et contrôler la performance d’une activité"
"RNCP39545";"RNCP39545BC01";"Contribuer à définir la stratégie marketing et assurer sa mise en œuvre"
"RNCP39546";"RNCP39546BC01";"Définition de la stratégie de développement à l’international"
"RNCP39546";"RNCP39546BC04";"Accompagnement de la transformation des entreprises dans un contexte international"
"RNCP39546";"RNCP39546BC03";"Pilotage des dimensions financières et juridiques des affaires internationales"
"RNCP39546";"RNCP39546BC05";"Management de projet au sein d’équipes interculturelles"
"RNCP39546";"RNCP39546BC02";"Apport de conseil sur les orientations stratégiques dans un contexte international"
"RNCP39547";"RNCP39547BC04";"Pratique d’un management éclairé et responsable, respectueux des diversités et ouvert aux enjeux sociétaux et environnementaux"
"RNCP39547";"RNCP39547BC03";"Développement et direction de l’organisation à un niveau national ou international"
"RNCP39547";"RNCP39547BC01";"Contribution à la conception et à la mise en œuvre des stratégies de l’organisation"
"RNCP39547";"RNCP39547BC02";"Pilotage de la performance"
"RNCP39548";"RNCP39548BC04";"Concevoir l’univers graphique d’un produit ou d’un service en vue de l’intégrer dans un environnement numérique"
"RNCP39548";"RNCP39548BC03";"Élaborer une stratégie et mettre en œuvre un plan d’actions prenant en compte la complexité des situations  économiques et sociales de manière à développer le marketing digital et la communication numérique pour entreprendre, innover et apprendre"
"RNCP39548";"RNCP39548BC06";"Mettre en place une veille technologique et des recherches bibliographiques pour recueillir et exploiter des données pertinentes"
"RNCP39548";"RNCP39548BC01";"Concevoir des algorithmes faisant appel à des connaissances et des logiques mathématiques tout en intégrant l’innovation frugale et l’obsolescence numérique"
"RNCP39548";"RNCP39548BC02";"Analyser et tester des produits, des processus ou des systèmes numériques grâce à la mise en application de méthodes appropriées maitrisées "
"RNCP39548";"RNCP39548BC05";"Spécifier un besoin et conduire un projet numérique en prenant en compte les aspects humains, techniques et financiers"
"RNCP39549";"RNCP39549BC07";"Résoudre les situations techniques complexes pour entreprendre et innover"
"RNCP39549";"RNCP39549BC03";"Spécifier les besoins d’un commanditaire pour concevoir le cahier des charges d’un projet web ou d’une application mobile complexe et mobiliser des connaissances techniques approfondies pour conduire un projet"
"RNCP39549";"RNCP39549BC01";"Concevoir des algorithmes faisant appel à des connaissances et des logiques mathématiques tout en intégrant l’innovation frugale et l’obsolescence numérique"
"RNCP39549";"RNCP39549BC04";"Manager le développement informatique d’une application web ou mobile afin de rendre l’application accessible aux utilisateurs "
"RNCP39549";"RNCP39549BC02";"Analyser et tester des produits, des processus ou des systèmes numériques grâce à la mise en application de méthodes appropriées maitrisées "
"RNCP39549";"RNCP39549BC06";"Manager les équipes de développeurs, les plannings et les budgets en mode hiérarchique ou projet"
"RNCP39549";"RNCP39549BC08";"Mettre en place une veille technique et des recherches bibliographiques pour recueillir et exploiter des données pertinentes "
"RNCP39549";"RNCP39549BC05";"Garantir la performance et la sécurité d’une application numérique intégrée à un système d’information"
"RNCP39550";"RNCP39550BC04";"Piloter un projet de dimensionnement ou d’implantation de systèmes énergétiques dans le respect des normes et des règlementations et en s'appuyant sur une équipe"
"RNCP39550";"RNCP39550BC02";"Piloter la maintenance préventive et corrective en utilisant les indicateurs adaptés"
"RNCP39550";"RNCP39550BC01";"Apporter une solution technique optimale à un besoin énergétique"
"RNCP39550";"RNCP39550BC03";"Acquérir, analyser, et exploiter des données issues d'un système de supervision"
"RNCP39551";"RNCP39551BC07";"Modéliser et gérer les risques dans des applications associées à l'assurance et la finance (bloc optionnel)"
"RNCP39551";"RNCP39551BC01";"Mettre en œuvre des modèles mathématiques et des solutions numériques adaptées à l’ingénierie financière, à l’économie et à la science des données"
"RNCP39551";"RNCP39551BC05";"Déployer un modèle d’apprentissage automatique auprès de ses utilisateurs (bloc optionnel)"
"RNCP39551";"RNCP39551BC04";"Prétraiter et analyser des données structurées ou non structurées pour répondre au besoin utilisateur (bloc optionnel)"
"RNCP39551";"RNCP39551BC02";"Formuler et résoudre des problèmes complexes d’optimisation stochastique ou déterministe et d’aide à la décision."
"RNCP39551";"RNCP39551BC03";"Se confronter à des problèmes de différente nature mettant en jeu des données massives et multimodales et les traiter numériquement par des techniques de big data, d'apprentissage machine ou d'intelligence artificielle"
"RNCP39551";"RNCP39551BC08";"Concevoir et mettre en œuvre des stratégies de gestion de portefeuille à forte dominante quantitative (bloc optionnel)"
"RNCP39551";"RNCP39551BC06";"Déployer des programmes en intelligence artificielle (bloc optionnel)"
"RNCP39552";"RNCP39552BC07";"Mise en œuvre de techniques de télécommunications dans l’industrie numérisée  (bloc optionnel)"
"RNCP39552";"RNCP39552BC06";"Conception, mise en œuvre de systèmes de télécommunications (bloc optionnel)"
"RNCP39552";"RNCP39552BC01";"Recueillir, analyser et reformuler le besoin d’un client ou d’un donneur d’ordre en matière de composant, produit et système électroniques"
"RNCP39552";"RNCP39552BC03";"Concevoir et développer des systèmes embarqués numériques à base de microcontrôleurs, processeurs de signaux et/ou composants logiques programmables "
"RNCP39552";"RNCP39552BC04";"Concevoir les éléments d’une chaine de transmission et de traitement de l’information  "
"RNCP39552";"RNCP39552BC08";"Mise en œuvre et maintenance des systèmes de signalisation ferroviaire (bloc optionnel)"
"RNCP39552";"RNCP39552BC05";"Manager une équipe et coordonner les différentes phases de développement d'un produit électronique dans un environnement complexe en évolution"
"RNCP39552";"RNCP39552BC02";"Concevoir et tester un système électronique analogique et radio fréquences"
"RNCP39553";"RNCP39553BC06";"Concevoir, réaliser et valider les traitements numériques des données d’un système électronique embarqué"
"RNCP39553";"RNCP39553BC02";"Spécifier, concevoir, et réaliser les éléments d’électronique analogique et les intégrer au sein du système en développement"
"RNCP39553";"RNCP39553BC04";"Concevoir, réaliser et valider des logiciels informatiques développés pour les spécificités d'un système électronique"
"RNCP39553";"RNCP39553BC01";"Choisir et dimensionner un système électronique embarqué "
"RNCP39553";"RNCP39553BC05";"Concevoir, réaliser et valider des programmes informatiques sur divers systèmes d’exploitation "
"RNCP39553";"RNCP39553BC03";"Spécifier, concevoir, et réaliser les éléments d’électronique numérique et les intégrer au sein du système en développement"
"RNCP39554";"RNCP39554BC03";"Contribuer à la création, à l’évolution, aux tests, au déploiement et à la documentation de nouveaux logiciels ou éléments constitutifs de logiciels (composants) pour répondre à l’évolution des technologies et des besoins"
"RNCP39554";"RNCP39554BC01";"Concevoir et gérer tout ou partie d’un projet informatique, quels qu’en soient le domaine, la spécificité technique, la taille et la complexité en mobilisant les concepts fondamentaux et les technologies de base du numérique"
"RNCP39554";"RNCP39554BC04";"Déployer le système informatisé et le maintenir en condition opérationnelle"
"RNCP39554";"RNCP39554BC02";"Analyser, concevoir et restituer un cahier des charges fonctionnel et technique d'un système informatisé"
"RNCP39555";"RNCP39555BC01";"Concevoir, dimensionner et réaliser les ouvrages et les équipements de travaux publics."
"RNCP39555";"RNCP39555BC03";"Manager un projet de travaux publics pouvant mobiliser des compétences pluridisciplinaires dans un cadre collaboratif."
"RNCP39555";"RNCP39555BC04";"Manager le changement dans les activités/les organisations à partir principalement de l’innovation et de la veille technologique et réglementaire afin d'anticiper les mutations industrielles et sociétales."
"RNCP39555";"RNCP39555BC02";"Préparer et exécuter un projet de travaux publics dans son intégralité en veillant à assurer la sécurité et la santé au travail."
"RNCP39556";"RNCP39556BC02";"Exploiter des données à des fins d’analyse"
"RNCP39556";"RNCP39556BC04";"Piloter son évolution de carrière professionnelle"
"RNCP39556";"RNCP39556BC01";"Maitriser les outils numériques de référence pour un usage professionnel"
"RNCP39556";"RNCP39556BC08";"Transformer la stratégie en plan d’actions et en piloter le déploiement"
"RNCP39556";"RNCP39556BC03";"S’exprimer et communiquer à l’écrit et à l’oral"
"RNCP39556";"RNCP39556BC06";"Identifier des potentiels d’ affaires par des études marketing"
"RNCP39556";"RNCP39556BC07";"Formuler et construire une offre produit /service /expérience et développer le plan stratégique"
"RNCP39556";"RNCP39556BC05";"Agir en responsabilité au regard de la société et de l’ environnement pour être ouvert sur le monde"
"RNCP39557";"RNCP39557BC03";"Mettre en oeuvre une communication spécialisée pour le transfert de connaissances "
"RNCP39557";"RNCP39557BC06";"Développer une proposition artistique de film 3D"
"RNCP39557";"RNCP39557BC01";"Mettre en oeuvre les usages avancés et spécialisés des outils numériques"
"RNCP39557";"RNCP39557BC08";"Rechercher et développer des solutions en réalisation 3D"
"RNCP39557";"RNCP39557BC04";"Contribuer à la transformation en contexte professionnel"
"RNCP39557";"RNCP39557BC02";"Mobiliser et produire des savoirs hautement spécialisés"
"RNCP39557";"RNCP39557BC05";"Concevoir le récit d’un film 3D"
"RNCP39557";"RNCP39557BC07";"Piloter la réalisation d’un film 3D"
"RNCP39558";"RNCP39558BC04";"Se positionner vis à vis d’un champ professionnel"
"RNCP39558";"RNCP39558BC09";"Accompagner le projet architectural dans sa réalisation grâce à la maquette BIM"
"RNCP39558";"RNCP39558BC05";"Agir en responsabilité au sein d’une organisation professionnelle"
"RNCP39558";"RNCP39558BC08";"Organiser et aider au pilotage de la réalisation du projet BIM"
"RNCP39558";"RNCP39558BC03";"S’exprimer et communiquer à l’oral, à l’écrit, et dans au moins une langue étrangère"
"RNCP39558";"RNCP39558BC07";"Modéliser et coordonner les différentes actions durant la modélisation du projet BIM (Building information modeling)"
"RNCP39558";"RNCP39558BC02";"Exploiter des données à des fins d’analyse"
"RNCP39558";"RNCP39558BC06";"Analyser et formaliser la demande du MOA (Maître d’ouvrage)"
"RNCP39558";"RNCP39558BC01";"Utiliser les outils numériques de référence"
"RNCP39558";"RNCP39558BC10";"Contribuer à la stratégie BIM de l’entreprise dans les évolutions numériques"
"RNCP39559";"RNCP39559BC01";"Elaborer et transformer des matériaux "
"RNCP39559";"RNCP39559BC04";"Mener un projet à caractère industriel "
"RNCP39559";"RNCP39559BC03";"Gérer et produire de l’énergie "
"RNCP39559";"RNCP39559BC02";"Caractériser des matériaux et des dispositifs multi-échelles "
"RNCP39560";"RNCP39560BC05";"Gérer et diriger les équipes de modélisation, de conception et de développement afin qu’elles puissent produire de manière efficiente et livrer dans les temps tout ou partie d’un SI répondant aux demandes fonctionnelles et techniques"
"RNCP39560";"RNCP39560BC04";"Développer et implémenter de manière collaborative les composants du système d’information afin de produire la solution retenue qui doit être maintenable et évolutive"
"RNCP39560";"RNCP39560BC02";"Modéliser et créer une représentation abstraite d'un système ou d'un problème réel afin d'analyser et de résoudre ce problème en utilisant des algorithmes et des données"
"RNCP39560";"RNCP39560BC06";"Communiquer, interpréter, présenter des résultats et rédiger des documents techniques en français ou en anglais, pour les prescripteurs, ses supérieurs, les personnes sous sa responsabilité, ou des spécialistes d’activités connexes"
"RNCP39560";"RNCP39560BC03";"Concevoir, choisir, adapter ou créer des algorithmes, des structures de données ou des systèmes afin de produire des solutions performantes et de transmettre des directives à ses équipes de développement"
"RNCP39560";"RNCP39560BC01";"Spécifier et formaliser le problème à résoudre afin de produire des documents préalables au bon développement logiciel (dossiers de spécification)"
"RNCP39561";"RNCP39561BC04";"Piloter une opération d’aménagement en veillant à articuler les réglementations et documents cadres relevant de l’urbanisme et de l’environnement"
"RNCP39561";"RNCP39561BC02";"Dimensionner tout ou partie d’un ouvrage pour le construire en tenant compte de ses paramètres fonctionnels d’utilisation tout au long de sa vie, en s’inscrivant dans une démarche BIM"
"RNCP39561";"RNCP39561BC03";"Analyser des ouvrages neufs ou existants afin de réduire leurs incidences négatives potentielles et/ou impacts sur l’environnement"
"RNCP39561";"RNCP39561BC01";"Concevoir tout ou partie d'un ouvrage en s'inscrivant dans une démarche de modélisation incluant le BIM"
"RNCP39562";"RNCP39562BC05";"Agir avec responsabilité environnementale et sociétale en s'appuyant sur les 17 objectifs du développement durable de l'ONU"
"RNCP39562";"RNCP39562BC04";"Piloter des projets et des organisations humaines et interculturelles"
"RNCP39562";"RNCP39562BC03";"Conduire l'innovation scientifique et technologique pour développer de nouvelles activités, produits et services"
"RNCP39562";"RNCP39562BC02";"Transposer concepts et modèles scientifiques ou managériaux entre divers domaines d'activités pour mieux appréhender et gérer les systèmes complexes"
"RNCP39562";"RNCP39562BC01";"Concevoir un objet ou un service en s'appuyant sur des connaissances scientifiques et techniques et sur l'utilisation de méthodes mathématiques avancées pour optimiser la solution."
"RNCP39563";"RNCP39563BC02";"Concevoir un système de transformation de la matière et de l’énergie"
"RNCP39563";"RNCP39563BC01";"Dimensionner les opérations unitaires du génie des procédés"
"RNCP39563";"RNCP39563BC04";"Conduire et contrôler un procédé"
"RNCP39563";"RNCP39563BC03";"Assurer la sécurité des systèmes industriels et optimiser leur impact environnemental, économique et social"
"RNCP39564";"RNCP39564BC04";"Manager une équipe et gérer une entreprise dans une perspective d'amélioration continue tout en favorisant la mixité et la diversité"
"RNCP39564";"RNCP39564BC05";"Etudier, modéliser des pièces et assemblages, effectuer des calculs de résistance et des simulations  en adoptant une approche éco-responsable, afin de concevoir et développer des produits mécaniques innovants et durables"
"RNCP39564";"RNCP39564BC02";"Optimiser les processus de production industrielle et de gestion opérationnelle par des techniques d'amélioration continue, pour répondre aux exigences de satisfaction client et de durabilité environnementale"
"RNCP39564";"RNCP39564BC03";"Mener des projets de recherche et développement en matériaux et en mécanique en intégrant les aspects de responsabilité sociétale des entreprises (RSE)"
"RNCP39564";"RNCP39564BC01";"Développer et optimiser des produits industriels et des services en tenant compte des contraintes techniques, économiques et environnementales spécifiques à l’entreprise"
"RNCP39565";"RNCP39565BC02";"Piloter une unité de production mettant en œuvre des processus chimiques"
"RNCP39565";"RNCP39565BC03";"Contrôler les impacts environnementaux des procédés/ installations/ équipements"
"RNCP39565";"RNCP39565BC05";"Conduire de la stratégie de développement commercial auprès d'une clientèle professionnelle"
"RNCP39565";"RNCP39565BC01";"Conduire un projet de recherche et développement en chimie et génie chimique "
"RNCP39565";"RNCP39565BC04";"Définir et mettre en œuvre la politique Qualité, Hygiène, Sécurité, Environnement d’un site"
"RNCP39566";"RNCP39566BC03";"Réaliser des études d’industrialisation et gérer la production de matériaux ou de produits mettant en œuvre  des matériaux "
"RNCP39566";"RNCP39566BC02";"Concevoir, dimensionner, tester et valider des produits et solutions techniques basés sur la mise en œuvre de matériaux"
"RNCP39566";"RNCP39566BC01";"Développer, caractériser et valider un matériau, un procédé d’élaboration ou de mise en forme, un traitement de surface dans un contexte d’innovation ou d’amélioration"
"RNCP39566";"RNCP39566BC04";"Développer une démarche qualité dans un contexte lié à la production et la mise en œuvre de matériaux "
"RNCP39567";"RNCP39567BC03";"Concevoir et dimensionner un système mécanique"
"RNCP39567";"RNCP39567BC01";"Identifier, utiliser et développer des outils numériques avancés pour la mécanique et ses interactions interdisciplinaires"
"RNCP39567";"RNCP39567BC04";"Piloter un projet de développement ou d’amélioration d'un système mécanique en relation avec le client"
"RNCP39567";"RNCP39567BC05";"Conduire et participer à des projets"
"RNCP39567";"RNCP39567BC02";"Analyser, modéliser et contrôler des phénomènes multiphysiques dans un système mécanique"
"RNCP39568";"RNCP39568BC01";"Appréhender et évaluer les transformations de la société et de l’environnement des affaires"
"RNCP39568";"RNCP39568BC06";"Conduire des études approfondies mobilisant la démarche scientifique"
"RNCP39568";"RNCP39568BC03";"Déployer et renouveler des politiques et des solutions de gestion propres à une fonction ou à des projets transversaux"
"RNCP39568";"RNCP39568BC04";"Manager les équipes, l’organisation du travail et le changement"
"RNCP39568";"RNCP39568BC02";"Élaborer une vision stratégique pour une création de valeur élargie"
"RNCP39568";"RNCP39568BC05";"Communiquer en contexte professionnel"
"RNCP39569";"RNCP39569BC02";"Préparation et essais de traitements (thermique ou de surface) des matériaux "
"RNCP39569";"RNCP39569BC01";"Conception de traitements (thermique ou de surface) des matériaux  "
"RNCP39569";"RNCP39569BC03";"Gestion de production et suivi d’un projet de traitement (thermique ou de surface) des matériaux en entreprise "
"RNCP39570";"RNCP39570BC04";"Développer des pratiques professionnelles"
"RNCP39570";"RNCP39570BC01";"Analyser les enjeux économiques, sociaux et environnementaux et produire des savoirs spécialisés"
"RNCP39570";"RNCP39570BC02";"Mettre en œuvre des projets en tenant compte des besoins économiques et sociétaux ainsi que des cultures locales"
"RNCP39570";"RNCP39570BC03";"Analyser des initiatives territoriales dans une optique de mise en œuvre de projets à l’international"
"RNCP39571";"RNCP39571BC02";"Piloter la performance économique et financière de l'entreprise"
"RNCP39571";"RNCP39571BC05";"S'approprier les usages avancés et spécialisés des outils numériques"
"RNCP39571";"RNCP39571BC04";"Piloter les processus d'innovation et de réingénierie du business model de l'organisation"
"RNCP39571";"RNCP39571BC01";"Définir les orientations stratégiques et les décliner en plans d'actions"
"RNCP39571";"RNCP39571BC03";"Piloter le management de l'organisation et de son développement"
"RNCP39571";"RNCP39571BC06";"Manager la complexité et piloter son projet professionnel"
"RNCP39574";"RNCP39574BC04";"Gérer le suivi et maintien de navigabilité d’un aéronef"
"RNCP39574";"RNCP39574BC02";"Déterminer la conformité d’un aéronef et de ses systèmes en vue de leur certification"
"RNCP39574";"RNCP39574BC01";"Manager un programme de certification d’aéronefs"
"RNCP39574";"RNCP39574BC03";"Définir une stratégie de certification pour les aéronefs ou technologies innovants"
"RNCP39575";"RNCP39575BC01";"Non applicable puisque la profession de chiropracteur est réglementée"
"RNCP39576";"RNCP39576BC04";"Assurer le suivi technique, administratif et financier d’un projet industriel en lien avec l’ensemble des parties prenantes"
"RNCP39576";"RNCP39576BC03";"Négocier et gérer la relation client dans le secteur industriel"
"RNCP39576";"RNCP39576BC01";"Elaborer une stratégie commerciale et marketing spécifique aux PME PMI du secteur de l’industrie"
"RNCP39576";"RNCP39576BC05";"Manager la performance commerciale d’un projet industriel et animer une équipe pluridisciplinaire"
"RNCP39576";"RNCP39576BC02";"Développer des affaires complexes dans un contexte industriel"
"RNCP39577";"RNCP39577BC01";"Conseiller un client sur un projet stratégique"
"RNCP39577";"RNCP39577BC04";"Développer une activité entrepreneuriale"
"RNCP39577";"RNCP39577BC03";"Piloter des projets d’accompagnement d’une organisation"
"RNCP39577";"RNCP39577BC02";"Concevoir une offre de services ou de prestation de conseil stratégique"
"RNCP39578";"RNCP39578BC01";"Déterminer les enjeux actuels de l’environnement et du Développement Durable avec une vision systémique transdisciplinaire"
"RNCP39578";"RNCP39578BC03";"Mettre en œuvre et piloter la stratégie environnementale et de développement durable d’une organisation à l'aide d'outils et d’approches spécifiques et innovants"
"RNCP39578";"RNCP39578BC04";"Manager des projets et des  équipes  en favorisant la co-construction"
"RNCP39578";"RNCP39578BC05";"Initier et accompagner l'ouverture prospective vers une transition écologique et solidaire "
"RNCP39578";"RNCP39578BC02";"Concevoir et adapter la stratégie environnement, RSE et développement durable de son organisation aux enjeux planétaires"
"RNCP39579";"RNCP39579BC04";"Manager une équipe pluridisciplinaire internationale"
"RNCP39579";"RNCP39579BC01";"Concevoir la stratégie marketing internationale d’une maison de luxe"
"RNCP39579";"RNCP39579BC03";"Piloter la stratégie de distribution internationale d’une maison de luxe"
"RNCP39579";"RNCP39579BC02";"Mettre en œuvre la stratégie marketing internationale d’une maison de luxe"
"RNCP39580";"RNCP39580BC04";"Optimiser la chaîne de production de valeur par une politique d'amélioration continue"
"RNCP39580";"RNCP39580BC03";"Contrôler les performances, la sécurité et la disponibilité du système d'information"
"RNCP39580";"RNCP39580BC01";"Concevoir un système de production numérisé issu d'une analyse du contexte et des besoins en matière de technologies dans un milieu industriel"
"RNCP39580";"RNCP39580BC02";"Piloter le déploiement et promouvoir le système d'information"
"RNCP39581";"RNCP39581BC02";"Elaborer, gérer les études technico-économiques et superviser l'exécution des travaux pour la Maîtrise d'Oeuvre"
"RNCP39581";"RNCP39581BC01";"Assister la Maîtrise d'Ouvrage"
"RNCP39581";"RNCP39581BC04";"Manager et gérer les travaux Tout Corps d'Etat"
"RNCP39581";"RNCP39581BC05";"Construire et manager un processus de production collaboratif digitalisé"
"RNCP39581";"RNCP39581BC03";"Définir les méthodes d'exécution Tout Corps d'Etat"
"RNCP39582";"RNCP39582BC03";"Maintenir en condition opérationnelle le SI"
"RNCP39582";"RNCP39582BC04";"(Spécialité DevOps) Monitorer et automatiser le déploiement d’applications"
"RNCP39582";"RNCP39582BC02";"Gérer un projet informatique"
"RNCP39582";"RNCP39582BC05";"(Spécialité Systèmes et Réseaux) Concevoir et mettre en œuvre l’architecture d’un SI"
"RNCP39582";"RNCP39582BC01";"Élaborer la stratégie du système d’information"
"RNCP39583";"RNCP39583BC02";"Concevoir et développer des applications logicielles"
"RNCP39583";"RNCP39583BC01";"Cadrer un projet de développement d'applications logicielles"
"RNCP39583";"RNCP39583BC03";"Coordonner et piloter un projet de développement d'applications logicielles"
"RNCP39583";"RNCP39583BC04";"Maintenir l'application logicielle en condition opérationnelle"
"RNCP39584";"RNCP39584BC04";"Réaliser une expertise fluviale - Bloc optionel"
"RNCP39584";"RNCP39584BC03";"Réaliser une expertise maritime - bloc optionnel"
"RNCP39584";"RNCP39584BC02";"Réaliser un audit sur une construction navale"
"RNCP39584";"RNCP39584BC01";" Recueillir la demande du client"
"RNCP39584";"RNCP39584BC05";"Créer son activité indépendante de service d’expert maritime et /ou fluvial"
"RNCP39585";"RNCP39585BC01";"Concevoir et planifier un projet informatique"
"RNCP39585";"RNCP39585BC02";"Conduire un projet SI"
"RNCP39585";"RNCP39585BC04";"Analyser la performance du projet et processus d'amélioration continue"
"RNCP39585";"RNCP39585BC03";"Manager une équipe projet"
"RNCP39586";"RNCP39586BC03";"Elaborer et piloter un projet data"
"RNCP39586";"RNCP39586BC04";"Spécialisation infrastructure data - Concevoir et opérer une infrastructure data"
"RNCP39586";"RNCP39586BC05";"Spécialisation apprentissage automatique - Concevoir et déployer des modèles d'apprentissage automatique"
"RNCP39586";"RNCP39586BC02";"Analyser, organiser et valoriser des données"
"RNCP39586";"RNCP39586BC01";"Collecter, transformer et sécuriser des données"
"RNCP39587";"RNCP39587BC05";"Manager une activité juridique au sein d’une entreprise"
"RNCP39587";"RNCP39587BC01";"Organiser la veille juridique, la diffusion des informations et le conseil juridique auprès des directions générales et opérationnelles"
"RNCP39587";"RNCP39587BC03";"Prévenir et gérer des risques juridiques et mettre en œuvre des procédures de mise en conformité   "
"RNCP39587";"RNCP39587BC02";"Rédiger des contrats et autres documents juridiques et en assurer la bonne exécution"
"RNCP39587";"RNCP39587BC04";"Coordonner des précontentieux et des contentieux"
"RNCP39588";"RNCP39588BC02";"Mise en place d’un système de management des risques SSE dans une démarche d’amélioration continue"
"RNCP39588";"RNCP39588BC01";"Définition d’une stratégie de prévention et de maîtrise des risques en matière de santé, sécurité au travail et de l’environnement (SSE)"
"RNCP39588";"RNCP39588BC04";"Management des équipes en charge des problématiques santé, sécurité au travail et environnement (SSE) au sein de l’organisation"
"RNCP39588";"RNCP39588BC03";"Déploiement de la stratégie santé, sécurité au travail et environnement (SSE) dans une perspective de transition écologique"
"RNCP39589";"RNCP39589BC02";"Développer techniquement un projet d'architecture intérieure"
"RNCP39589";"RNCP39589BC01";"Analyser et développer la conception créative d’un projet d’architecture intérieure"
"RNCP39589";"RNCP39589BC03";"Organiser et piloter l'exécution d'u projet d'archtecture intérieure"
"RNCP39590";"RNCP39590BC02";"Piloter la remontée et l'intégrité des données en collaborant avec les équipes techniques en vue de leur exploitation"
"RNCP39590";"RNCP39590BC03";"Explorer et analyser des ensembles de données afin de fournir des connaissances (""insights"") exploitables et de soutenir la prise de décision"
"RNCP39590";"RNCP39590BC04";"Développer des modèles en utilisant des techniques avancées de statistiques et d'apprentissage automatique pour fournir des informations et accompagner le processus décisionnel"
"RNCP39590";"RNCP39590BC05";"Piloter des projets en communiquant avec les parties prenantes et en guidant les membres de l'équipe pour atteindre des objectifs spécifiques"
"RNCP39590";"RNCP39590BC01";"Analyser les besoins métiers de la structure en matière d'accompagnement décisionnel afin d'établir une stratégie globale de transformation de la donnée prenant en compte les contraintes sociales, économiques et environnementales"
"RNCP39591";"RNCP39591BC03";"Piloter la stratégie de collecte, de nettoyage et d’analyse des données de l’entreprise"
"RNCP39591";"RNCP39591BC02";"Mettre en œuvre les projets data en mode agile pour accompagner la transformation"
"RNCP39591";"RNCP39591BC01";"Concevoir et déployer la stratégie marketing data-driven de l’entreprise"
"RNCP39591";"RNCP39591BC04";"Valoriser la donnée, proposer des recommandations et accompagner la prise de décision "
"RNCP39592";"RNCP39592BC02";"Piloter les campagnes de marketing digital"
"RNCP39592";"RNCP39592BC07";"Coordonner et déployer la stratégie publicitaire et de planning stratégique - Bloc optionnel"
"RNCP39592";"RNCP39592BC05";"Coordonner et déployer la stratégie e-commerce - Bloc optionnel"
"RNCP39592";"RNCP39592BC03";"Concevoir et déployer la politique de communication digitale"
"RNCP39592";"RNCP39592BC04";"Gérer les projets digitaux en mode agile et manager les équipes "
"RNCP39592";"RNCP39592BC06";"Coordonner et déployer la stratégie des relations médias et d’influence - Bloc optionnel"
"RNCP39592";"RNCP39592BC01";"Concevoir la stratégie de communication et de marketing digital alignée sur la stratégie générale de l’entreprise "
"RNCP39593";"RNCP39593BC04";"Agir dans un contexte évolutif et complexe avec une approche transdisciplinaire de la gestion de l'eau"
"RNCP39593";"RNCP39593BC01";"Fournir une expertise socio-technique en appui à la prise de décision dans le cadre d’un projet dans le domaine de l’eau"
"RNCP39593";"RNCP39593BC02";"Concevoir, animer, piloter et évaluer dans sa globalité un projet dans le domaine de l’eau"
"RNCP39593";"RNCP39593BC03";"Piloter ou contribuer au pilotage d’un service public dans le domaine de l’eau"
"RNCP39594";"RNCP39594BC02";"Identifier les moyens nécessaires à la création d'un jeu vidéo"
"RNCP39594";"RNCP39594BC05";"Option 4B - Assurer la direction artistique d'un jeu vidéo (Game Art)"
"RNCP39594";"RNCP39594BC04";"Option 4A - Mettre en œuvre les méthodes et techniques du Game Design"
"RNCP39594";"RNCP39594BC01";"Elaborer un projet de création de jeu vidéo"
"RNCP39594";"RNCP39594BC06";"Option 4C - Conduire le développement d'un jeu vidéo (Game programming)"
"RNCP39594";"RNCP39594BC03";"Manager les équipes créatives et techniques"
"RNCP39594";"RNCP39594BC07";"Option 4D - Assurer la production et le marketing d'un jeu vidéo"
"RNCP39595";"RNCP39595BC03";"Piloter le développement des compétences, de l’emploi et des parcours professionnels "
"RNCP39595";"RNCP39595BC01";"Définir la stratégie de développement RH "
"RNCP39595";"RNCP39595BC05";"Manager une équipe ou un service RH "
"RNCP39595";"RNCP39595BC02";"Piloter la gestion stratégique des ressources humaines et le développement RH"
"RNCP39595";"RNCP39595BC04";"Accompagner la conduite du changement à l’échelle d’une organisation ou d’une direction"
"RNCP39596";"RNCP39596BC01";"Élaborer un projet d’établissement ou de service gérontologique et mettre en place une démarche qualité"
"RNCP39596";"RNCP39596BC03";"Gérer les ressources humaines en établissement ou service gérontologique"
"RNCP39596";"RNCP39596BC02";"Accueillir et accompagner les usagers et leurs familles en établissement ou service gérontologique"
"RNCP39596";"RNCP39596BC05";"Assurer la communication de l'établissement ou service gérontologique dans et avec le territoire"
"RNCP39596";"RNCP39596BC04";"Assurer la gestion administrative, juridique, budgétaire et financière des établissements et services gérontologiques"
"RNCP39597";"RNCP39597BC02";"Produire les livrables du projet en design graphique"
"RNCP39597";"RNCP39597BC01";"Développer une démarche de conception de projet en design graphique"
"RNCP39597";"RNCP39597BC03";"Conduire un projet en design graphique"
"RNCP39598";"RNCP39598BC01";"Gérer un établissement dans son contexte socio-économique"
"RNCP39598";"RNCP39598BC04";"Maitriser la gestion financière et administrative au service d’un projet ESS dans un contexte de responsabilité sociétal et environnemental"
"RNCP39598";"RNCP39598BC02";"Manager un projet en cohérence avec des valeurs de l’Economie Sociale et Solidaire au sein d’une structure"
"RNCP39598";"RNCP39598BC03";"Gérer les ressources humaines"
"RNCP39599";"RNCP39599BC02";"Conduite et management d’un groupe projet QHSE"
